latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
33.71724,-117.71222,300.72,0.49,0.4,2023-01-12,958,N,VIIRS,n,2,280.57,0.89,N,0
33.77718,-118.23763,297.82,0.47,0.4,2023-01-12,958,N,VIIRS,n,2,283.71,0.95,N,2
33.79282,-117.477,300.88,0.5,0.41,2023-01-12,958,N,VIIRS,n,2,278.31,0.8,N,0
33.81947,-118.24181,296.87,0.47,0.39,2023-01-12,958,N,VIIRS,n,2,284.83,1.35,N,2
33.85167,-118.33212,297.86,0.46,0.39,2023-01-12,958,N,VIIRS,n,2,284.98,1.27,N,0
34.03536,-117.89092,296.65,0.48,0.4,2023-01-12,958,N,VIIRS,n,2,279.48,0.82,N,0
34.03648,-117.89236,297.41,0.48,0.4,2023-01-12,958,N,VIIRS,n,2,279.75,0.76,N,0
34.07912,-117.49853,299.11,0.5,0.41,2023-01-12,958,N,VIIRS,n,2,278.5,1.09,N,2
34.14253,-117.42529,297.95,0.5,0.41,2023-01-12,958,N,VIIRS,n,2,279.26,0.36,N,2
34.15409,-118.19286,312.73,0.46,0.39,2023-01-12,958,N,VIIRS,n,2,278.86,1.76,N,2
34.28967,-118.80039,299.91,0.44,0.38,2023-01-12,958,N,VIIRS,n,2,280.95,0.57,N,2
34.31956,-118.51143,303.06,0.45,0.39,2023-01-12,958,N,VIIRS,n,2,278.95,0.67,N,0
34.33546,-118.51742,314.07,0.45,0.39,2023-01-12,958,N,VIIRS,n,2,279.3,0.82,N,2
34.42841,-118.64504,295.4,0.44,0.39,2023-01-12,958,N,VIIRS,n,2,278.94,0.52,N,2
34.43192,-118.64416,300.02,0.44,0.39,2023-01-12,958,N,VIIRS,n,2,278.91,0.54,N,0
32.59438,-114.5808,351.95,0.74,0.76,2023-01-12,1936,N,VIIRS,n,2,292.37,11.69,D,0
32.63084,-114.56095,367.0,0.74,0.76,2023-01-12,1936,N,VIIRS,h,2,293.19,16.15,D,0
32.63177,-114.5638,333.94,0.56,0.52,2023-01-12,2116,N,VIIRS,n,2,291.6,5.75,D,0
32.63226,-114.5577,338.16,0.56,0.52,2023-01-12,2116,N,VIIRS,n,2,291.86,5.75,D,0
32.63238,-114.56223,342.5,0.56,0.52,2023-01-12,2116,N,VIIRS,n,2,292.06,7.35,D,0
38.55931,-122.54765,329.52,0.42,0.37,2023-01-12,2118,N,VIIRS,n,2,272.56,4.76,D,0
38.56278,-122.54816,325.78,0.42,0.37,2023-01-12,2118,N,VIIRS,n,2,272.2,4.6,D,0
41.27377,-120.89305,333.04,0.5,0.41,2023-01-12,2119,N,VIIRS,n,2,275.21,5.6,D,0
39.61805,-119.26353,295.82,0.45,0.39,2023-01-13,938,N,VIIRS,n,2,269.33,0.89,N,0
32.59886,-117.01155,307.22,0.39,0.36,2023-01-13,939,N,VIIRS,n,2,279.91,0.79,N,0
32.85869,-117.14639,295.69,0.39,0.36,2023-01-13,939,N,VIIRS,n,2,278.37,0.27,N,2
33.61368,-117.82132,301.86,0.38,0.36,2023-01-13,939,N,VIIRS,n,2,278.4,0.62,N,0
33.71512,-117.71101,301.79,0.38,0.36,2023-01-13,939,N,VIIRS,n,2,277.64,0.61,N,0
33.77855,-118.23672,297.15,0.39,0.36,2023-01-13,939,N,VIIRS,n,2,277.97,0.74,N,2
33.81296,-118.2379,295.17,0.39,0.36,2023-01-13,939,N,VIIRS,n,2,279.84,0.72,N,0
33.81951,-118.24236,295.99,0.39,0.36,2023-01-13,939,N,VIIRS,n,2,280.68,1.18,N,2
33.85379,-118.33418,297.5,0.39,0.36,2023-01-13,939,N,VIIRS,n,2,281.49,1.8,N,2
34.15385,-118.19147,299.65,0.39,0.36,2023-01-13,939,N,VIIRS,n,2,276.53,0.44,N,2
34.24376,-118.38058,295.15,0.39,0.36,2023-01-13,939,N,VIIRS,n,2,272.03,0.47,N,0
34.33497,-118.51958,309.13,0.39,0.36,2023-01-13,939,N,VIIRS,n,2,269.46,0.96,N,2
34.15836,-114.25223,305.02,0.4,0.37,2023-01-14,920,N,VIIRS,n,2,279.15,0.74,N,0
35.10654,-119.35893,344.77,0.53,0.67,2023-01-16,2002,N,VIIRS,n,2,282.72,7.93,D,0
35.61388,-119.31267,332.85,0.37,0.58,2023-01-16,2143,N,VIIRS,n,2,278.88,2.59,D,0
37.18394,-121.67916,301.84,0.39,0.36,2023-01-17,1003,N,VIIRS,n,2,277.7,0.68,N,0
37.88379,-121.18607,303.45,0.39,0.36,2023-01-17,1003,N,VIIRS,n,2,278.27,0.95,N,2
37.95024,-122.39735,297.87,0.38,0.36,2023-01-17,1003,N,VIIRS,n,2,283.25,0.97,N,2
38.00486,-121.93559,302.53,0.39,0.36,2023-01-17,1003,N,VIIRS,n,2,276.76,0.54,N,0
38.01342,-122.11247,297.92,0.38,0.36,2023-01-17,1003,N,VIIRS,n,2,279.0,1.6,N,2
38.07211,-122.14016,303.48,0.38,0.36,2023-01-17,1003,N,VIIRS,n,2,284.32,1.38,N,2
38.3003,-122.74955,295.52,0.38,0.36,2023-01-17,1003,N,VIIRS,n,2,275.41,0.36,N,2
38.55806,-122.55058,301.34,0.38,0.36,2023-01-17,1003,N,VIIRS,n,2,274.78,0.87,N,0
39.61921,-119.26398,298.61,0.42,0.37,2023-01-17,1003,N,VIIRS,n,2,271.03,1.01,N,0
39.62006,-119.26118,299.58,0.42,0.37,2023-01-17,1003,N,VIIRS,n,2,271.11,1.13,N,0
40.17767,-123.44928,329.26,0.4,0.37,2023-01-17,1003,N,VIIRS,n,2,273.85,7.67,N,0
33.79495,-117.47395,303.59,0.4,0.44,2023-01-17,1004,N,VIIRS,n,2,277.6,1.19,N,0
34.153,-118.19209,305.9,0.54,0.42,2023-01-17,1004,N,VIIRS,n,2,276.29,1.53,N,2
34.15312,-118.19275,312.02,0.54,0.42,2023-01-17,1004,N,VIIRS,n,2,276.45,1.61,N,2
34.32047,-118.51109,295.56,0.52,0.42,2023-01-17,1004,N,VIIRS,n,2,274.49,0.56,N,0
34.33408,-118.51927,306.91,0.52,0.42,2023-01-17,1004,N,VIIRS,n,2,274.51,1.44,N,2
34.43005,-118.64234,302.04,0.51,0.41,2023-01-17,1004,N,VIIRS,n,2,274.99,0.99,N,2
40.17838,-123.44906,333.15,0.45,0.39,2023-01-17,2125,N,VIIRS,n,2,279.6,9.48,D,0
40.59516,-122.47891,333.46,0.5,0.41,2023-01-17,2125,N,VIIRS,n,2,285.87,4.0,D,0
40.69138,-122.26086,329.3,0.51,0.41,2023-01-17,2125,N,VIIRS,n,2,283.99,3.58,D,0
41.79154,-122.6557,327.76,0.5,0.41,2023-01-17,2126,N,VIIRS,n,2,282.48,9.73,D,0
41.79197,-122.65165,355.75,0.5,0.41,2023-01-17,2126,N,VIIRS,n,2,290.16,20.18,D,0
41.79218,-122.64996,345.44,0.5,0.41,2023-01-17,2126,N,VIIRS,n,2,289.67,9.73,D,0
41.79568,-122.65279,356.24,0.5,0.41,2023-01-17,2126,N,VIIRS,n,2,285.38,19.7,D,0
37.88328,-121.18568,298.96,0.44,0.39,2023-01-18,944,N,VIIRS,n,2,268.95,0.81,N,2
38.07135,-122.13825,297.41,0.48,0.4,2023-01-18,944,N,VIIRS,n,2,275.91,1.1,N,2
39.87796,-123.22736,314.2,0.56,0.43,2023-01-18,944,N,VIIRS,n,2,266.34,2.63,N,0
39.8797,-123.2266,325.82,0.56,0.43,2023-01-18,944,N,VIIRS,n,2,266.94,3.6,N,0
33.71456,-117.71092,307.02,0.39,0.36,2023-01-18,945,N,VIIRS,n,2,277.79,0.98,N,0
33.77776,-118.23804,300.44,0.39,0.36,2023-01-18,945,N,VIIRS,n,2,283.93,0.89,N,2
33.79545,-117.47469,301.05,0.4,0.37,2023-01-18,945,N,VIIRS,n,2,276.04,0.65,N,0
33.85095,-118.33369,295.66,0.39,0.36,2023-01-18,945,N,VIIRS,n,2,280.9,0.87,N,0
33.85424,-118.3329,302.84,0.39,0.36,2023-01-18,945,N,VIIRS,n,2,285.2,0.87,N,2
34.03435,-118.1041,298.05,0.39,0.36,2023-01-18,945,N,VIIRS,n,2,277.18,0.48,N,2
34.15433,-118.19443,309.22,0.39,0.36,2023-01-18,945,N,VIIRS,n,2,275.95,0.73,N,2
34.33632,-118.51899,303.45,0.38,0.36,2023-01-18,945,N,VIIRS,n,2,274.51,0.7,N,2
34.43071,-118.64506,296.07,0.38,0.36,2023-01-18,945,N,VIIRS,n,2,274.07,0.48,N,2
34.62034,-117.09911,295.9,0.4,0.37,2023-01-18,945,N,VIIRS,n,2,272.93,0.46,N,2
35.55605,-119.34087,317.83,0.39,0.36,2023-01-18,945,N,VIIRS,n,2,275.25,1.84,N,0
37.18537,-121.67974,295.15,0.45,0.39,2023-01-18,945,N,VIIRS,n,2,275.19,0.65,N,0
37.45452,-121.93394,304.94,0.47,0.39,2023-01-18,945,N,VIIRS,n,2,274.33,1.0,N,2
32.51429,-115.35851,304.5,0.47,0.4,2023-01-18,946,N,VIIRS,n,2,274.65,1.33,N,0
32.60022,-117.01257,302.13,0.41,0.37,2023-01-18,946,N,VIIRS,n,2,278.06,0.8,N,0
32.85625,-117.14819,296.73,0.41,0.37,2023-01-18,946,N,VIIRS,n,2,276.88,0.72,N,2
36.86216,-120.28209,330.22,0.39,0.36,2023-01-18,2105,N,VIIRS,n,2,284.06,2.88,D,0
36.91924,-120.46921,325.33,0.39,0.36,2023-01-18,2105,N,VIIRS,n,2,285.04,1.99,D,0
38.55729,-122.54999,302.49,0.59,0.53,2023-01-19,925,N,VIIRS,n,2,273.37,1.01,N,0
39.87695,-123.22531,301.4,0.33,0.55,2023-01-19,925,N,VIIRS,n,2,269.96,1.23,N,0
34.33407,-118.52257,298.99,0.49,0.4,2023-01-19,926,N,VIIRS,n,2,274.27,1.0,N,2
38.07073,-122.13895,298.24,0.55,0.51,2023-01-19,926,N,VIIRS,n,2,282.47,1.05,N,2
38.07099,-122.13871,297.97,0.55,0.51,2023-01-19,926,N,VIIRS,n,2,282.83,1.78,N,2
32.59782,-117.01456,296.79,0.42,0.37,2023-01-19,927,N,VIIRS,n,2,276.81,0.5,N,0
32.85642,-117.14788,301.36,0.42,0.38,2023-01-19,927,N,VIIRS,n,2,275.75,0.75,N,2
33.61361,-117.82397,299.17,0.45,0.39,2023-01-19,927,N,VIIRS,n,2,277.34,0.56,N,0
33.77701,-118.23835,296.47,0.47,0.4,2023-01-19,927,N,VIIRS,n,2,282.59,0.79,N,2
33.79435,-117.47346,307.76,0.44,0.38,2023-01-19,927,N,VIIRS,n,2,276.78,0.66,N,0
33.8142,-118.23687,295.76,0.47,0.4,2023-01-19,927,N,VIIRS,n,2,282.83,0.85,N,0
33.85129,-118.33274,295.49,0.48,0.4,2023-01-19,927,N,VIIRS,n,2,281.88,1.22,N,0
33.85497,-118.3321,298.23,0.48,0.4,2023-01-19,927,N,VIIRS,n,2,284.41,1.16,N,2
34.11609,-117.9255,295.0,0.46,0.39,2023-01-19,927,N,VIIRS,n,2,276.18,0.49,N,2
34.15271,-118.19342,307.66,0.47,0.4,2023-01-19,927,N,VIIRS,n,2,277.24,1.41,N,2
34.24321,-118.38014,298.11,0.48,0.4,2023-01-19,927,N,VIIRS,n,2,275.32,0.57,N,0
34.29038,-118.80103,296.07,0.51,0.41,2023-01-19,927,N,VIIRS,n,2,274.82,0.65,N,2
32.62848,-114.56036,338.41,0.39,0.36,2023-01-19,2045,N,VIIRS,n,2,302.63,11.66,D,0
32.63179,-114.56104,343.37,0.39,0.36,2023-01-19,2045,N,VIIRS,n,2,299.22,11.66,D,0
32.6324,-114.55692,346.58,0.39,0.36,2023-01-19,2045,N,VIIRS,n,2,301.6,11.66,D,0
32.77808,-115.42092,349.12,0.38,0.36,2023-01-19,2045,N,VIIRS,n,2,308.56,17.42,D,0
32.77871,-115.41684,367.0,0.38,0.36,2023-01-19,2045,N,VIIRS,h,2,337.4,47.43,D,0
32.78138,-115.42162,346.75,0.38,0.36,2023-01-19,2045,N,VIIRS,n,2,298.09,17.42,D,0
32.78201,-115.41755,345.66,0.38,0.36,2023-01-19,2045,N,VIIRS,n,2,298.91,47.43,D,0
32.78263,-115.41348,332.69,0.38,0.36,2023-01-19,2045,N,VIIRS,n,2,295.42,47.43,D,0
33.22598,-114.68182,340.84,0.39,0.36,2023-01-19,2045,N,VIIRS,n,2,296.45,2.82,D,0
33.62448,-116.10839,335.07,0.38,0.36,2023-01-19,2045,N,VIIRS,n,2,298.11,2.04,D,0
40.5496,-122.49832,326.96,0.48,0.4,2023-01-19,2048,N,VIIRS,n,2,283.18,2.81,D,0
40.5722,-122.44166,330.9,0.48,0.4,2023-01-19,2048,N,VIIRS,n,2,283.1,2.46,D,0
39.21811,-122.95129,298.76,0.56,0.69,2023-01-20,906,N,VIIRS,n,2,272.49,1.1,N,0
37.95025,-122.4018,296.68,0.52,0.67,2023-01-20,907,N,VIIRS,n,2,282.38,0.96,N,2
33.85553,-118.33457,296.75,0.56,0.52,2023-01-20,908,N,VIIRS,n,2,282.41,1.17,N,2
34.33368,-118.5218,297.82,0.58,0.52,2023-01-20,908,N,VIIRS,n,2,273.7,0.91,N,2
34.3366,-118.52106,295.79,0.58,0.52,2023-01-20,908,N,VIIRS,n,2,274.71,0.83,N,2
36.26226,-120.08125,298.36,0.49,0.65,2023-01-20,1047,N,VIIRS,n,2,272.4,1.0,N,0
37.45527,-121.93239,295.45,0.37,0.58,2023-01-20,1047,N,VIIRS,n,2,273.84,0.41,N,2
38.01365,-122.11432,298.54,0.35,0.57,2023-01-20,1047,N,VIIRS,n,2,278.28,1.28,N,2
38.07103,-122.14171,297.47,0.35,0.56,2023-01-20,1047,N,VIIRS,n,2,282.82,0.86,N,2
33.85134,-118.33139,296.45,0.71,0.75,2023-01-20,1048,N,VIIRS,n,2,280.7,1.59,N,0
33.22366,-115.49314,328.11,0.5,0.41,2023-01-20,2027,N,VIIRS,n,2,295.53,6.8,D,0
33.22737,-115.49414,346.96,0.5,0.41,2023-01-20,2027,N,VIIRS,n,2,300.26,6.8,D,0
33.56327,-116.02129,333.54,0.53,0.42,2023-01-20,2027,N,VIIRS,n,2,298.96,3.35,D,0
40.57028,-122.43855,329.85,0.52,0.5,2023-01-20,2029,N,VIIRS,n,2,283.78,3.1,D,0
39.41996,-121.3516,327.53,0.68,0.74,2023-01-20,2209,N,VIIRS,n,2,284.68,3.93,D,0
36.35536,-114.91273,306.21,0.35,0.57,2023-01-21,848,N,VIIRS,n,2,272.43,1.13,N,0
33.85288,-118.33613,298.18,0.53,0.67,2023-01-21,849,N,VIIRS,n,2,282.5,1.61,N,2
34.1522,-118.19604,297.12,0.52,0.67,2023-01-21,849,N,VIIRS,n,2,277.25,0.65,N,2
37.45565,-121.93332,298.59,0.42,0.45,2023-01-21,1028,N,VIIRS,n,2,274.18,0.56,N,2
37.94942,-122.39952,299.47,0.39,0.44,2023-01-21,1028,N,VIIRS,n,2,283.74,0.97,N,2
38.00286,-121.93417,298.22,0.41,0.45,2023-01-21,1028,N,VIIRS,n,2,274.07,0.52,N,2
38.01578,-122.11341,296.74,0.4,0.44,2023-01-21,1028,N,VIIRS,n,2,279.61,1.29,N,2
38.07193,-122.13892,301.3,0.4,0.44,2023-01-21,1028,N,VIIRS,n,2,284.73,1.27,N,2
39.42102,-121.34982,303.01,0.41,0.45,2023-01-21,1028,N,VIIRS,n,2,271.93,1.6,N,0
33.77594,-118.23795,295.85,0.4,0.6,2023-01-21,1029,N,VIIRS,n,2,281.77,0.52,N,2
33.81783,-118.2438,295.36,0.4,0.6,2023-01-21,1029,N,VIIRS,n,2,282.85,1.16,N,2
33.85271,-118.33229,304.59,0.39,0.6,2023-01-21,1029,N,VIIRS,n,2,285.49,1.21,N,2
34.07829,-117.50212,296.81,0.43,0.62,2023-01-21,1029,N,VIIRS,n,2,279.18,0.63,N,2
34.15113,-118.19441,304.04,0.39,0.6,2023-01-21,1029,N,VIIRS,n,2,276.64,0.79,N,2
34.33543,-118.52106,300.97,0.37,0.58,2023-01-21,1029,N,VIIRS,n,2,275.25,0.59,N,2
36.26149,-120.08359,318.08,0.56,0.51,2023-01-21,1029,N,VIIRS,n,2,273.42,2.38,N,0
36.26214,-120.08313,314.19,0.55,0.51,2023-01-21,1029,N,VIIRS,n,2,273.1,2.28,N,0
37.45415,-121.93206,298.79,0.42,0.45,2023-01-21,1029,N,VIIRS,n,2,273.76,0.69,N,2
35.57475,-115.48302,335.95,0.53,0.5,2023-01-21,2008,N,VIIRS,n,2,282.2,5.1,D,0
38.53963,-122.58676,336.59,0.32,0.55,2023-01-21,2150,N,VIIRS,n,2,283.62,3.53,D,0
