Year,Fire Name,Alarm Date,Containment Date,Duration (Days),Cause,Acres,Area,Perimeter
2021,HOVEY,2021-05-05,2021-05-05,0.0,Debris,4.767107,34677.00390625,909.090361278243
2021,MARY,2021-04-22,2021-04-22,0.0,Escaped Prescribed Burn,4.059574,29278.5078125,994.964289023491
2021,MEAMBER,2021-05-30,2021-05-30,0.0,Debris,2.300643,16686,586.98360723836
2021,RANCH,2021-05-05,2021-05-05,0.0,Debris,1.678553,12076.01171875,594.355545335507
2021,STUHR,2021-06-05,2021-06-05,0.0,Miscellaneous,21.63566,138728.31640625,1600.12990133228
2021,PASEO,2021-06-25,2021-06-25,0.0,Equipment Use,37.56758,239502.04296875,3190.0512244466
2021,DIABLO,2021-07-11,2021-07-11,0.0,Unknown / Unidentified,127.659,828774.70703125,5690.56147149824
2021,PIERCY,2021-06-14,2021-06-14,0.0,Unknown / Unidentified,39.47499,252569.80078125,2560.51203476803
2021,KIRKER,2021-07-04,2021-07-04,0.0,Vehicle,83.55169,545069.58203125,4400.70592723132
2021,HARRIS,2021-07-06,2021-07-06,0.0,Unknown / Unidentified,16.39773,113554.92578125,1504.0781384675
2021,GULCH,2021-08-12,2021-08-13,1.0,Lightning,52.51308,377430.83984375,2460.31659999491
2021,ABERDEEN,2021-10-05,2021-10-08,3.0,Unknown / Unidentified,45.5523,289918.10546875,3357.53002905749
2021,CANNON,2021-07-14,2021-07-14,0.0,Arson,43.3417,301282.1875,2611.59010908605
2021,FORK,2021-07-17,2021-07-17,0.0,Miscellaneous,40.82636,281808.6875,3066.32921544234
2021,HIDING,2021-08-01,2021-08-02,1.0,Equipment Use,41.50576,290559.95703125,3147.13163947765
2021,CREEKSIDE,2021-07-12,2021-07-13,1.0,Miscellaneous,23.22825,162162.26953125,2484.7853362389
2021,MAXWELL,2021-10-05,2021-10-10,5.0,Arson,76.48464,538284.56640625,4057.04197218816
2021,COW,2021-06-20,2021-06-26,6.0,Equipment Use,761.1113,5340043.98828125,12304.1919128263
2021,ROCK,2021-06-15,2021-06-19,4.0,Equipment Use,107.1646,753830.9921875,4574.98440353208
2021,FAWN,2021-09-22,2021-09-29,7.0,Arson,8576.493,60482385.6523438,62296.7297385723
2021,BEALE,2021-06-13,2021-06-19,6.0,Powerline,201.303,1356606.36328125,7798.92422115634
2021,FIDDYMENT,2021-05-23,2021-05-23,0.0,Unknown / Unidentified,55.11501,368047.94921875,4411.86091615545
2021,HUTTO,2021-05-31,2021-05-31,0.0,Equipment Use,11.46257,77278.06640625,1489.5628142431
2021,LOMA,2021-08-08,2021-08-10,2.0,Equipment Use,12.10306,81916.9765625,1553.26251106946
2021,SPENCEVILLE,2021-05-31,2021-06-04,4.0,Unknown / Unidentified,21.81921,146961.2265625,1658.17746268687
2021,WISE,2021-05-19,2021-05-20,1.0,Powerline,18.2641,122304.390625,1544.1133844338
2021,GLEN,2021-08-11,2021-08-11,0.0,Vehicle,184.0656,1249403.33203125,6300.9410448101
2021,RIVER,2021-08-04,2021-08-13,9.0,Unknown / Unidentified,2618.794,17629432.4570313,30707.8141138647
2021,INTANKO,2021-06-08,2021-06-16,8.0,Unknown / Unidentified,938.9399,6318144.01953125,16870.9325031946
2021,FRENCHTOWN,2021-07-20,2021-07-22,2.0,Vehicle,54.10636,367060.6640625,3358.42318524242
2021,QUAIL,2021-05-12,2021-05-12,0.0,Miscellaneous,25.35059,171304.91796875,2361.26221961719
2021,SPRING,2021-06-12,2021-06-16,4.0,Equipment Use,18.20975,123101.984375,1789.66076896327
2021,WATT,2021-06-21,2021-06-23,2.0,Unknown / Unidentified,39.57343,263568.0546875,2825.32154609099
2021,SALMON,2021-05-01,2021-05-01,0.0,Unknown / Unidentified,31.73762,211634.4921875,2540.16888748237
2021,BELL,2021-05-20,2021-05-20,0.0,Equipment Use,18.61205,123299.015625,1628.98584384899
2021,GOOSE,2021-06-13,2021-06-13,0.0,Equipment Use,65.68092,432205.46484375,3444.84879245863
2021,BLACKSTONE,2021-06-21,2021-06-21,0.0,Miscellaneous,34.85899,231589.9921875,2143.97914215705
2021,STEINS,2021-06-26,2021-06-26,0.0,Miscellaneous,13.73235,91277.0078125,3142.99743847687
2021,LAWRENCE,2021-09-05,2021-09-05,0.0,Unknown / Unidentified,45.94286,304279.4921875,2553.26510581207
2021,SETTLERS,2021-05-19,2021-05-19,0.0,Equipment Use,45.35123,300596.44140625,3378.57539756287
2021,PINE,2021-06-23,2021-06-23,0.0,Equipment Use,50.93539,356470.75390625,3139.79178940638
2021,HOUSE,2021-08-04,2021-08-09,5.0,Smoking,59.11795,415496.1796875,3304.57106936492
2021,SOUTH,2021-08-25,2021-09-02,8.0,Unknown / Unidentified,810.9695,4808983.95703125,16562.1984727653
2021,ALABAMA,2021-06-18,2021-06-21,3.0,Lightning,566.5927,3566649.2109375,12433.6833166811
2021,HOPKINS,2021-09-12,2021-09-19,7.0,Arson,253.9064,1714855.90234375,7163.09027273403
2021,BALLARD,2021-06-08,2021-06-09,1.0,Debris,37.1573,222814.39453125,4835.32681787755
2021,ONE,2021-06-21,2021-06-22,1.0,Debris,37.05353,221572.7890625,3102.80310347931
2021,CABALLO,2021-09-06,2021-09-07,1.0,Equipment Use,69.51533,416871.44140625,7245.44082193802
2021,SODA,2021-04-17,2021-04-17,0.0,Debris,1.20866,8055.453125,389.780737510151
2021,CERRITO,2021-04-18,2021-04-18,0.0,Miscellaneous,1.056455,7094.75,391.354087458596
2021,MUNIZ,2021-04-20,2021-04-20,0.0,Debris,2.227886,14745.203125,521.159267366658
2021,TULLEY,2021-04-28,2021-04-30,2.0,Debris,62.66148,416141.93359375,2981.4759968897
2021,WILSON,2021-04-29,2021-04-29,0.0,Debris,1.552339,10328.9921875,462.634048430491
2021,COUNTY,2021-05-08,2021-05-08,0.0,Powerline,2.854398,19001.359375,638.558290400238
2021,LOPEZ,2021-05-08,2021-05-11,3.0,Equipment Use,55.25064,361697.53515625,3198.162964173
2021,MOODY,2021-05-16,2021-05-17,1.0,Miscellaneous,20.24225,134086.890625,1689.14647117225
2021,WEST,2021-05-26,2021-05-26,0.0,Vehicle,2.58838,17132.08203125,540.475070484937
2021,GROVE,2021-05-26,2021-05-26,0.0,Unknown / Unidentified,8.765407,57675.9453125,1159.54858140673
2021,ACACIA,2021-05-29,2021-05-29,0.0,Equipment Use,6.082049,40184.5859375,1055.99491629512
2021,DREAM,2021-06-23,2021-06-23,0.0,Arson,4.769748,31392.328125,769.152461693201
2021,GRANGE,2021-07-07,2021-07-07,0.0,Equipment Use,6.612106,43608.453125,1151.74732724435
2021,GIBSON,2021-07-20,2021-07-22,2.0,Arson,29.98372,197580.67578125,2232.54540755351
2021,EASTSIDE,2021-08-03,2021-08-04,1.0,Equipment Use,10.85849,72149.05859375,1196.39581891299
2021,PLYE,2021-08-07,2021-08-07,0.0,Arson,6.29127,42376.3046875,926.671253389571
2021,NEWELL,2021-10-11,2021-10-11,0.0,Vehicle,137.1334,899414.30859375,5250.50164105218
2021,DIMOND,2021-07-30,2021-07-30,0.0,Arson,4.771153,31877.6875,1058.48602867033
2021,STUBBS,2021-08-02,2021-08-02,0.0,Arson,1.37785,9251.7890625,417.925631688694
2021,SCOTTS,2021-04-28,2021-04-28,0.0,Miscellaneous,8.720953,58736.3984375,1454.22631790989
2021,OLD,2021-01-18,2021-01-18,0.0,Powerline,3.873497,25848.5390625,756.577794001759
2021,SPRING,2021-01-19,2021-01-19,0.0,Debris,1.017629,6736.79296875,334.090964204878
2021,GREEN,2021-05-08,2021-05-08,0.0,Debris,8.655844,58145.94140625,1538.64494774089
2021,CREEK WEST,2021-06-09,2021-06-10,1.0,Arson,18.52191,123894.0703125,1364.23527499639
2021,SKY,2021-04-29,2021-04-29,0.0,Debris,58.34655,390167.83203125,2873.10910290913
2021,MUSTANG,2021-06-13,2021-06-13,0.0,Arson,7.733727,51569.26953125,880.133007591212
2021,OAK,2021-06-14,2021-06-14,0.0,Equipment Use,2.842491,18991.3828125,555.329177277388
2021,LEESVILLE,2021-07-03,2021-07-03,0.0,Playing with fire,5.558945,37438.7109375,787.935722957492
2021,SPRING,2021-07-09,2021-07-09,0.0,Miscellaneous,1.90975,12644.34375,467.641158883041
2021,COLEMAN,2021-07-18,2021-07-18,0.0,Arson,2.714847,17912.99609375,595.998096270343
2021,CREEK,2021-08-01,2021-08-01,0.0,Arson,3.695564,24640.68359375,937.817601900293
2021,MIDDLE,2021-08-13,2021-08-13,0.0,Powerline,25.11647,165056.80078125,1627.57632004558
2021,I-80 LYNCH,2021-08-17,2021-08-17,0.0,Vehicle,1.08848,7141.3203125,528.153326474255
2021,CLOVER,2021-08-26,2021-08-26,0.0,Unknown / Unidentified,6.763107,45186.42578125,818.171835047927
2021,CASTLE,2021-03-19,2021-03-21,2.0,Campfire,5.136026,31292.46875,1465.36935441859
2021,CREEK,2021-08-29,2021-08-29,0.0,Arson,1.284499,8543.5234375,362.969167001321
2021,MOUNTAIN,2021-08-22,2021-08-22,0.0,Arson,1.039344,6912.84375,466.035335049479
2021,KIWI,2021-06-07,2021-06-07,0.0,Equipment Use,1.75886,11575.7265625,489.909988820809
2021,CAMPO,2021-04-29,2021-05-04,5.0,Debris,159.9778,1050184.47265625,7467.23554404778
2021,MILE,2021-05-27,2021-05-28,1.0,Arson,507.8524,3304328.93359375,10016.0029514291
2021,LINE,2021-03-28,2021-03-28,0.0,Debris,21.61033,140340.48046875,1938.25384861516
2021,AIROLA,2021-08-25,2021-08-26,1.0,Unknown / Unidentified,644.3386,4213097.046875,12402.3720562302
2021,WASHINGTON,2021-08-26,2021-08-31,5.0,Unknown / Unidentified,135.7753,885531.51953125,5669.03023333255
2021,LITTLE,2021-07-03,2021-07-04,1.0,Miscellaneous,15.33097,107866.765625,1828.98430057905
2021,WOODMAN,2021-04-01,2021-04-01,0.0,Debris,24.85209,175050.3046875,2716.04835943698
2021,HART,2021-08-31,2021-09-04,4.0,Lightning,6.53971,39732.1640625,1483.51330510604
2021,COLD,2021-08-13,2021-10-03,51.0,Lightning,6.576556,42874.734375,3256.49704347236
2021,FORK,2021-07-01,2021-07-12,11.0,Lightning,8.557461,55406.86328125,1718.09850268221
2021,KING,2021-06-29,2021-07-06,7.0,Lightning,11.13475,72126.58203125,1011.51551294722
2021,PORCUPINE,2021-07-02,2021-08-04,33.0,Lightning,11.19756,72742.02734375,1902.72272281316
2021,SENTINEL,2021-07-29,2021-10-25,88.0,Lightning,12.4895,78887.5703125,1434.66902525067
2021,HOOVER,2021-07-19,2021-07-24,5.0,Lightning,58.59269,378834.640625,5137.09532478903
2021,LOST,2021-07-10,2021-07-18,8.0,Lightning,100.7824,639338.8125,7246.82169105311
2021,COUNTY LINE,2021-07-01,2021-08-15,45.0,Lightning,224.9265,1462300.12109375,6674.04139330863
2021,SMITH,2021-06-11,2021-06-11,0.0,Equipment Use,9.446896,65249.25,1322.69947946153
2021,GRAHAM,2021-05-27,2021-05-27,0.0,Equipment Use,14.35726,100359.43359375,1803.09116915186
2021,POND,2021-08-30,2021-09-04,5.0,Lightning,490.7352,2985202.83984375,8340.72670436589
2021,LUKENS,2021-07-01,2021-08-19,49.0,Lightning,918.1719,5970996.61328125,25798.6922711374
2021,TILTILL,2021-07-31,2021-08-15,15.0,Lightning,2348.53,15328712.3789063,29291.627133074
2021,MOJAVE,2021-06-17,2021-06-25,8.0,Lightning,2490.498,15188693.28125,34761.8517719458
2021,KNP Complex,2021-09-10,2021-12-16,97.0,Lightning,88257.13,554850423.507813,490677.28228528
2021,OVERLAND,2021-06-19,2021-06-24,5.0,Campfire,559.1455,3216346.6015625,9142.84899144016
2021,SOUTHERN,2021-05-02,2022-05-06,369.0,Equipment Use,5365.902,30944913.9375,55683.4880261368
2021,BORDER,2021-01-10,2021-01-21,11.0,Miscellaneous,1.850452,10579.1171875,504.822650768738
2021,BORDER 2,2021-01-13,2021-01-21,8.0,Debris,18.64428,106607.16796875,1924.43632122754
2021,BORDER 9,2021-05-28,2021-05-31,3.0,Miscellaneous,15.36915,87824.921875,1571.35698505607
2021,SIERRA,2021-06-09,2021-06-11,2.0,Unknown / Unidentified,968.2691,5627170.53125,17180.7201765225
2021,CLEVENGER,2021-06-20,2021-06-21,1.0,Unknown / Unidentified,53.04443,306656.10546875,2440.77498804468
2021,MESA 3,2021-06-23,2021-06-27,4.0,Unknown / Unidentified,277.8741,1615720.0859375,7219.43007507077
2021,MARRON 4,2021-07-11,2021-07-15,4.0,Vehicle,37.3201,213430.40234375,2583.48572814321
2021,YSABEL 2,2021-07-03,2021-07-06,3.0,Unknown / Unidentified,428.2403,2478876.26171875,6427.6598955918
2021,BORDER 13,2021-07-15,2021-07-16,1.0,Powerline,23.32513,133303.47265625,1963.8163536179
2021,QUEEN,2021-08-01,2021-08-09,8.0,Equipment Use,32.81554,189603.671875,2718.153420004
2021,BAMBI,2021-08-11,2021-08-18,7.0,Campfire,7.521858,43252.2265625,1202.47717329712
2021,MARRON 6,2021-08-30,2021-09-04,5.0,Debris,28.44671,162554.1015625,2330.37054766247
2021,ARUBA,2021-09-05,2021-09-09,4.0,Unknown / Unidentified,54.22581,315547.140625,3331.18574698146
2021,OLD HIGHWAY 80  / LA POSTA RD,2021-09-24,2021-09-24,0.0,Lightning,1.378734,7924.0234375,357.627548985297
2021,ESTRADA,2021-10-15,2021-10-16,1.0,Escaped Prescribed Burn,124.7229,793089.27734375,5057.73811179502
2021,CRYSTAL,2021-08-25,2021-08-25,0.0,Campfire,1.731484,10812.875,441.421630182332
2021,AMERICAN,2021-08-27,2021-08-27,0.0,Arson,14.40411,90826.265625,1617.25800825909
2021,BAKER,2021-05-27,2021-05-30,3.0,Arson,24.94695,157418.390625,1811.26753170681
2021,FISH,2021-07-04,2021-07-06,2.0,Smoking,65.27412,412917.7734375,4967.81397003715
2021,GOLD,2021-06-09,2021-06-10,1.0,Unknown / Unidentified,60.24131,383285.328125,3759.14964227514
2021,MARLAR,2021-08-15,2021-08-18,3.0,Vehicle,29.3616,185466.81640625,2898.59437877655
2021,OWENS,2021-06-06,2021-06-08,2.0,Miscellaneous,17.97407,114103,1763.18193789704
2021,RUTH 2,2021-06-06,2021-06-08,2.0,Equipment Use,13.3051,83972.9140625,1702.75225018554
2021,SLOPE,2021-05-31,2021-06-03,3.0,Powerline,23.99675,151983.8203125,2092.67261669996
2021,TIVY,2021-09-07,2022-09-07,365.0,Equipment Use,25.03143,158204.33203125,2381.46088638041
2021,WATTS,2021-05-05,2021-05-05,0.0,Miscellaneous,11.88744,75282.08984375,1546.41663986206
2021,MALLARD,2021-06-11,2021-06-11,0.0,Equipment Use,4.217206,29556.3125,788.774159410896
2021,TOWSLEY,2021-01-19,2021-01-22,3.0,Unknown / Unidentified,183.8866,1094378.0703125,7867.4514331809
2021,KELLOGG,2021-01-19,2021-01-19,0.0,Unknown / Unidentified,12.2616,72488.9609375,1239.72451905119
2021,NEWTON,2021-01-08,2021-01-08,0.0,Unknown / Unidentified,2.265879,13399.23828125,443.870646367217
2021,SPRINGS,2021-01-19,2021-01-19,0.0,Unknown / Unidentified,2.711827,16191.2109375,602.769807076875
2021,RYE,2021-02-02,2021-02-02,0.0,Equipment Use,1.171693,6991.0078125,381.443667019439
2021,KNOLLS,2021-02-28,2021-02-28,0.0,Unknown / Unidentified,5.079092,30009.5234375,1699.60172736577
2021,TURNBULL,2021-04-18,2021-04-18,0.0,Unknown / Unidentified,1.467101,8657.671875,419.574015017645
2021,NORTH,2021-04-28,2021-04-30,2.0,Unknown / Unidentified,552.1964,3295783.60546875,12210.6425154492
2021,VIRGENES,2021-04-29,2021-04-29,0.0,Unknown / Unidentified,6.461127,38272.453125,841.440750299626
2021,PINE,2021-05-12,2021-05-14,2.0,Unknown / Unidentified,441.2523,2631239.4921875,21430.1348462545
2021,PALISADES,2021-05-15,2021-05-21,6.0,Unknown / Unidentified,1202.648,7115175.3671875,19990.114323399
2021,LIMA,2021-07-06,2021-07-06,0.0,Unknown / Unidentified,61.52447,368931.28125,3723.94078217574
2021,DULCE,2021-07-04,2021-07-04,0.0,Unknown / Unidentified,12.19143,72843.36328125,1372.73361260489
2021,TUMBLEWEED,2021-07-04,2021-07-08,4.0,Unknown / Unidentified,856.8701,5150536.13671875,17039.1214432664
2021,FLORES,2021-07-19,2021-07-19,0.0,Unknown / Unidentified,6.922003,40922.27734375,1173.61544978681
2021,SYCAMORE,2021-08-02,2021-08-02,0.0,Vehicle,3.27472,19692.67578125,615.439122138747
2021,VASQUEZ,2021-08-06,2021-08-06,0.0,Unknown / Unidentified,1.501651,8964.01171875,594.401024090168
2021,GOLDEN,2021-08-07,2021-08-07,0.0,Vehicle,19.88849,118472.01171875,3090.81560394961
2021,DALTON,2021-09-24,2021-09-24,0.0,Vehicle,2.21358,13117.1484375,665.076004830206
2021,TONNER,2021-09-30,2021-09-30,0.0,Unknown / Unidentified,1.969455,11616.12109375,442.469459640313
2021,TUNA,2021-07-09,2021-07-09,0.0,Unknown / Unidentified,4.544237,26855.39453125,893.374158362318
2021,MIDDLE,2021-11-11,2021-11-11,0.0,Powerline,17.06123,99265.796875,1238.32352484562
2021,REGIONAL,2021-06-05,2021-06-05,0.0,Miscellaneous,2.635708,16564.72265625,676.553604537879
2021,AROMAS,2021-06-26,2021-06-26,0.0,Vehicle,3.190873,20208.734375,591.461799506236
2021,PINNACLES,2021-07-28,2021-07-30,2.0,Miscellaneous,170.7329,1070524.30859375,7063.94467010881
2021,SARGENT,2021-05-30,2021-05-31,1.0,Debris,1117.899,6927974.18359375,12596.6879755458
2021,FERRIS,2021-02-21,2021-02-21,0.0,Debris,13.79761,85414.65625,1590.7837224257
2021,JOLON,2021-07-25,2021-07-25,0.0,Equipment Use,28.44884,177152.69140625,4084.40347006664
2021,PANOCHE,2021-06-23,2021-06-23,0.0,Vehicle,146.4311,921913.8046875,5324.38788675486
2021,ADOBE,2021-01-18,2021-01-18,0.0,Equipment Use,1.444209,8835.58984375,410.66196928125
2021,TIFFANY,2021-01-13,2021-01-13,0.0,Debris,2.45159,14885.60546875,637.879420842883
2021,COYOTE,2021-01-21,2021-01-21,0.0,Debris,4.889593,29889.125,924.468280623843
2021,TRAIL,2021-04-10,2021-04-10,0.0,Unknown / Unidentified,8.890034,54083.41796875,1846.23265017331
2021,ANTELOPE,2021-05-04,2021-05-04,0.0,Vehicle,10.67426,65701.80859375,2707.34082739216
2021,VISTA,2021-04-27,2021-04-27,0.0,Debris,5.135205,31311.63671875,711.194635865395
2021,IRON,2021-05-06,2021-05-06,0.0,Miscellaneous,1.248572,7645.88671875,327.234329463033
2021,TWITCHELL,2021-05-10,2021-05-10,0.0,Vehicle,8.925045,53981.66796875,2025.30530440822
2021,INDEPENDENCE,2021-05-24,2021-05-24,0.0,Equipment Use,1.923519,11833.21875,434.85278618603
2021,TOWER,2021-06-05,2021-06-05,0.0,Unknown / Unidentified,16.29048,99274.609375,1468.53670514052
2021,CRESTON,2021-06-18,2021-06-18,0.0,Unknown / Unidentified,11.01676,67544.01953125,1942.01927265658
2021,GROVE,2021-07-28,2021-07-28,0.0,Vehicle,24.01903,147569.90234375,2125.58906915634
2021,TOBIN,2021-07-31,2021-07-31,0.0,Vehicle,64.70691,397522.89453125,3789.78455899181
2021,HIGUERA,2021-10-10,2021-10-10,0.0,Unknown / Unidentified,1.038185,6310.46484375,500.861576086283
2021,FRANKLIN,2021-09-10,2021-09-10,0.0,Debris,40.32301,247334.73046875,2804.36586520814
2021,SUCCESS 2,2021-06-18,2021-06-21,3.0,Lightning,423.5609,2626246.7109375,8313.9494959142
2021,BUZZARD,2021-05-11,2021-05-11,0.0,Equipment Use,70.24671,441414.75390625,3900.18339698117
2021,PASO,2021-04-12,2021-04-13,1.0,Escaped Prescribed Burn,26.79597,154438.8671875,1833.83437015865
2021,GRANITE INC,2021-03-01,2021-03-01,0.0,Powerline,2.381455,14589.4609375,711.661713465692
2021,FREEWAY,2021-04-17,2021-04-17,0.0,Vehicle,3.822008,23087.5,906.824142624756
2021,MESA,2021-08-12,2021-08-12,0.0,Unknown / Unidentified,5.923486,35656.578125,963.534079255966
2021,SABODAN,2021-06-01,2021-06-01,0.0,Equipment Use,1.751998,10596.625,626.684784352534
2021,LAND,2021-06-03,2021-06-03,0.0,Unknown / Unidentified,3.060403,18649.18359375,861.603529960097
2021,CRANE,2021-06-18,2021-06-20,2.0,Unknown / Unidentified,46.83553,281977.2734375,3756.31872324104
2021,ROOST,2021-07-17,2021-07-17,0.0,Unknown / Unidentified,12.09895,73388.55078125,1211.34716788421
2021,GRAPEVINE,2021-04-20,2021-04-20,0.0,Vehicle,5.185684,31299.734375,1241.40264961118
2021,CANYON,2021-06-26,2021-06-27,1.0,Unknown / Unidentified,216.5297,1323217.20703125,5812.18902551895
2021,WOLVES,2021-04-22,2021-04-22,0.0,Escaped Prescribed Burn,26.06954,157404.17578125,1527.87009633814
2021,RIDGE,2021-08-28,2021-08-29,1.0,Unknown / Unidentified,8.997741,54170.6875,1332.45859191837
2021,YANKEE,2021-06-15,2021-06-16,1.0,Vehicle,35.21027,216288.03125,5889.27963648211
2021,SHELL,2021-06-27,2021-07-02,5.0,Unknown / Unidentified,1828.035,11024040.7148438,18696.0667112483
2021,MANOR,2021-09-06,2021-09-06,0.0,Unknown / Unidentified,1.198664,7317.83203125,327.385448016786
2021,DOYLE,2021-06-28,2021-06-28,0.0,Unknown / Unidentified,1.020253,6273.125,352.991199316979
2021,BEALE,2021-06-19,2021-06-19,0.0,Vehicle,8.94504,54448.69921875,1454.87276738514
2021,EDMONSON,2021-06-30,2021-06-30,0.0,Vehicle,9.158972,55302.03515625,997.179405838253
2021,LAVAL,2021-05-23,2021-05-23,0.0,Unknown / Unidentified,2.929613,17706.69921875,710.995737396987
2021,BOAT,2021-07-01,2021-07-01,0.0,Vehicle,1.496656,9008.015625,807.78356103229
2021,MOUNTAIN,2021-05-26,2021-05-26,0.0,Unknown / Unidentified,15.71013,95985.24609375,2354.51712339627
2021,HILL NORTH DIVISION,2021-06-21,2021-06-21,0.0,Unknown / Unidentified,6.112738,37065.98828125,1097.09926055265
2021,OAK,2021-06-30,2021-07-03,3.0,Unknown / Unidentified,29.9392,181033.96484375,1597.19611361107
2021,AROSA,2021-07-08,2021-07-08,0.0,Unknown / Unidentified,6.567343,39798.08203125,1171.85796572354
2021,BENNETT,2021-08-25,2021-09-03,9.0,Unknown / Unidentified,50.27335,339428.5234375,3973.49451610896
2021,KIBBIE,2021-09-06,2021-09-12,6.0,Unknown / Unidentified,9.580426,64664.52734375,1105.68157716198
2021,DANTONI,2021-09-11,2021-09-12,1.0,Unknown / Unidentified,24.35467,164267.91796875,1850.80460930434
2021,RIVER,2021-09-12,2021-09-13,1.0,Vehicle,70.8007,475787.01171875,4770.7575659259
2021,MYRNA,2021-08-12,2021-08-12,0.0,Unknown / Unidentified,15.82752,106460.4609375,1192.10287293433
2021,BROADWAY,2021-05-08,2021-05-08,0.0,Unknown / Unidentified,60.39558,405824.34765625,3771.29337732693
2021,DOOLITTLE,2021-09-03,2021-09-04,1.0,Vehicle,13.62084,91843.7421875,1421.60903915088
2021,BRIDGE,2021-09-05,2021-09-16,11.0,Unknown / Unidentified,415.955,2784959.28515625,9337.05670134356
2021,STAR BEND,2021-10-05,2021-10-05,0.0,Unknown / Unidentified,41.59887,279239.47265625,3446.29776293325
2021,BEALE2,2021-10-12,2021-10-12,0.0,Powerline,55.49031,373419.06640625,6790.0781047485
2021,VIRGINIA,2021-03-05,2021-03-06,1.0,Unknown / Unidentified,4.259815,25313.703125,615.986733993259
2021,WESTWOOD,2021-04-04,2021-04-04,0.0,Unknown / Unidentified,22.98317,136646.30078125,1773.00797559522
2021,RANCH,2021-04-15,2021-04-15,0.0,Unknown / Unidentified,1.800984,10723.0234375,373.758427167464
2021,SULPHUR,2021-04-17,2021-04-17,0.0,Unknown / Unidentified,4.328094,25764.0234375,586.888652872314
2021,LAURIE,2021-04-25,2021-04-25,0.0,Unknown / Unidentified,3.041959,18099.140625,860.799009611013
2021,UNNAMED,2021-06-18,2021-06-18,0.0,Equipment Use,1.121165,6691.34375,485.140909508714
2021,CASITAS,2021-06-14,2021-06-15,1.0,Unknown / Unidentified,188.1755,1122120.18359375,5112.76636687088
2021,COYOTE,2021-04-30,2021-05-01,1.0,Unknown / Unidentified,15.35531,91153.19140625,1334.56958845274
2021,PECK,2021-06-24,2021-06-24,0.0,Unknown / Unidentified,2.240738,13332.38671875,468.820139144738
2021,HUNGRY,2021-07-31,2021-08-02,2.0,Vehicle,365.7711,2199828.42578125,8384.85212769028
2021,VICTORIA,2021-12-11,2021-12-12,1.0,Unknown / Unidentified,31.69551,188125.07421875,2486.34772477132
2021,ROCK,2021-08-24,2021-08-27,3.0,Arson,318.4139,1857293.484375,9089.9739382892
2021,CREEK,2021-05-04,2021-05-04,0.0,Unknown / Unidentified,31.87381,186166.9609375,2265.05014434317
2021,KATHRYN,2021-06-15,2021-06-15,0.0,Unknown / Unidentified,18.46991,108179.484375,1782.15857432468
2021,NIGUEL,2021-10-03,2021-10-03,0.0,Unknown / Unidentified,21.61345,127395.8515625,1807.95909905772
2021,LAGUNA,2021-06-16,2021-06-16,0.0,Unknown / Unidentified,10.62967,62165.1015625,2761.00506315349
2021,CECIL,2021-07-15,2021-07-15,0.0,Vehicle,6.260819,36566.9140625,971.190459690897
2021,BONITA,2021-07-24,2021-07-24,0.0,Vehicle,1.013455,5927.4375,449.283641274316
